event_id_cnty,year,latitude,longitude,country
ARG14385,2024,-36.5427,-56.7024,Argentina
ARG14498,2024,-51.6268,-69.2262,Argentina
MEX82642,2024,19.6877,-101.9548,Mexico
ARG14401,2024,-34.5659,-59.1143,Argentina
ARG14492,2024,-33.6753,-65.454,Argentina
BRA78139,2024,-21.7633,-43.3501,Brazil
BRA78176,2024,-1.444,-48.4728,Brazil
CHI11327,2024,-33.4569,-70.6483,Chile
CHI11332,2024,-20.2133,-70.1503,Chile
CHI11335,2024,-27.1547,-109.4262,Chile
ARG14703,2024,-33.6753,-65.454,Argentina
MEX82647,2024,17.0311,-95.4465,Mexico
MEX82640,2024,17.5516,-99.5011,Mexico
ARG14433,2024,-34.6141,-58.4579,Argentina
MEX82644,2024,18.9218,-99.2349,Mexico
MEX82651,2024,19.5271,-96.9226,Mexico
CHI11281,2024,-27.3668,-70.3314,Chile
MEX82639,2024,16.8619,-99.8866,Mexico
MEX82650,2024,19.1799,-96.1356,Mexico
CHI14196,2024,-27.3668,-70.3314,Chile
MEX82653,2024,18.9337,-90.5992,Mexico
ARG14393,2024,-34.9206,-57.9529,Argentina
ARG14415,2024,-45.8644,-67.4997,Argentina
ARG14462,2024,-31.4355,-64.2009,Argentina
BRA78133,2024,-19.7609,-44.3137,Brazil
BRA78384,2024,-30.8526,-51.8078,Brazil
CHI11295,2024,-36.827,-73.0498,Chile
CHI11320,2024,-33.455,-70.5934,Chile
CHI11347,2024,-33.036,-71.6296,Chile
CHI11348,2024,-33.036,-71.6296,Chile
CHI11351,2024,-33.0246,-71.5518,Chile
COL25060,2024,3.6569,-76.6886,Colombia
MEX82663,2024,18.9218,-99.2349,Mexico
MEX82666,2024,17.9878,-92.9194,Mexico
PER9187,2024,-5.1945,-80.6328,Peru
PER9188,2024,-5.1945,-80.6328,Peru
MEX82669,2024,19.5271,-96.9226,Mexico
MEX82670,2024,19.5271,-96.9226,Mexico
COL24952,2024,10.8843,-72.8467,Colombia
MEX82659,2024,16.8619,-99.8866,Mexico
MEX82665,2024,19.2829,-98.4355,Mexico
MEX82658,2024,14.9111,-92.2643,Mexico
CHI14197,2024,-35.4264,-71.6554,Chile
CHI14198,2024,-33.036,-71.6296,Chile
MEX82676,2024,19.3959,-99.0976,Mexico
MEX82678,2024,25.4217,-100.9997,Mexico
MEX82689,2024,19.7034,-101.192,Mexico
MEX82698,2024,16.9556,-96.4792,Mexico
ARG14394,2024,-34.9206,-57.9529,Argentina
ARG14411,2024,-28.4744,-65.7793,Argentina
ARG14417,2024,-42.9175,-71.3229,Argentina
ARG14479,2024,-27.3782,-55.9201,Argentina
ARG14501,2024,-31.6295,-60.701,Argentina
ARG14507,2024,-27.8603,-64.2533,Argentina
ARG14509,2024,-27.7984,-64.2728,Argentina
BRA78432,2024,-23.5506,-46.6334,Brazil
COL24920,2024,10.6303,-73.1282,Colombia
PER9115,2024,-9.0853,-78.5783,Peru
PER9146,2024,-15.3627,-75.1669,Peru
ARG14635,2024,-51.6268,-69.2262,Argentina
MEX82682,2024,17.5516,-99.5011,Mexico
PER9179,2024,-3.7491,-73.2538,Peru
ARG14434,2024,-34.6141,-58.4579,Argentina
ARG14443,2024,-34.6141,-58.4579,Argentina
ARG14449,2024,-34.6141,-58.4579,Argentina
ARG14451,2024,-34.6141,-58.4579,Argentina
ARG14454,2024,-34.6141,-58.4579,Argentina
PER9142,2024,-13.4099,-76.1324,Peru
MEX82703,2024,18.9037,-96.9993,Mexico
MEX82702,2024,23.2003,-106.4222,Mexico
MEX82680,2024,16.8619,-99.8866,Mexico
MEX82699,2024,25.7834,-108.9943,Mexico
MEX82700,2024,24.8088,-107.394,Mexico
MEX82879,2024,24.8088,-107.394,Mexico
MEX82704,2024,32.5325,-117.019,Mexico
MEX82705,2024,24.1487,-110.307,Mexico
MEX82707,2024,19.3959,-99.0976,Mexico
MEX82721,2024,16.4333,-95.0216,Mexico
MEX82722,2024,16.5529,-94.9459,Mexico
BRA77894,2024,-9.6658,-35.7353,Brazil
BRA78238,2024,-8.0539,-34.8811,Brazil
BRA78239,2024,-8.0539,-34.8811,Brazil
COL24854,2024,10.9799,-74.8013,Colombia
COL24954,2024,11.0687,-72.759,Colombia
COL24963,2024,11.6471,-72.7818,Colombia
COL24972,2024,11.5288,-72.9115,Colombia
MEX82875,2024,18.9786,-98.4481,Mexico
CHI11361,2024,-36.827,-73.0498,Chile
PER9202,2024,-5.3293,-76.4497,Peru
ARG14513,2024,-26.8198,-65.2169,Argentina
ARG14587,2024,-28.6372,-65.1288,Argentina
ARG14590,2024,-27.496,-64.8641,Argentina
ARG14435,2024,-34.6141,-58.4579,Argentina
MEX82724,2024,17.9878,-92.9194,Mexico
MEX82716,2024,19.9566,-98.9223,Mexico
MEX82723,2024,24.8088,-107.394,Mexico
CHI14199,2024,-31.898,-70.836,Chile
MEX82731,2024,32.5325,-117.019,Mexico
MEX82812,2024,18.6654,-101.6483,Mexico
MEX82864,2024,16.5529,-94.9459,Mexico
PER9203,2024,-5.3293,-76.4497,Peru
BRA78478,2024,-3.1019,-60.025,Brazil
BRA78613,2024,-5.795,-35.2094,Brazil
MEX82837,2024,18.8128,-98.9553,Mexico
MEX82771,2024,16.8619,-99.8866,Mexico
MEX82749,2024,19.372,-99.1579,Mexico
MEX82896,2024,26.0924,-98.2781,Mexico
ARG14520,2024,-38.5543,-58.7385,Argentina
ARG14547,2024,-51.6268,-69.2262,Argentina
PER9204,2024,-13.71,-76.203,Peru
PER9210,2024,-15.4783,-70.1252,Peru
BRA78502,2024,-15.7797,-47.9297,Brazil
BRA78527,2024,-19.9208,-43.9378,Brazil
MEX82869,2024,19.044,-98.1975,Mexico
MEX82871,2024,19.044,-98.1975,Mexico
MEX82772,2024,16.8619,-99.8866,Mexico
MEX82910,2024,18.8349,-97.1534,Mexico
MEX82911,2024,18.8349,-97.1534,Mexico
MEX82912,2024,18.8349,-97.1534,Mexico
MEX82735,2024,32.5325,-117.019,Mexico
MEX82739,2024,18.6213,-92.061,Mexico
MEX82745,2024,28.6368,-106.0763,Mexico
MEX82752,2024,19.3959,-99.0976,Mexico
MEX82889,2024,18.5301,-92.6522,Mexico
MEX82894,2024,17.7446,-91.7651,Mexico
MEX82903,2024,23.7311,-99.1513,Mexico
MEX82916,2024,20.9672,-89.6244,Mexico
ARG14548,2024,-43.2993,-65.0935,Argentina
CHI11357,2024,-20.2558,-69.7863,Chile
BRA78462,2024,-10.6519,-68.499,Brazil
BRA78530,2024,-19.9208,-43.9378,Brazil
BRA78531,2024,-19.9208,-43.9378,Brazil
BRA78561,2024,-25.4278,-49.2731,Brazil
BRA78568,2024,-8.0539,-34.8811,Brazil
BRA78614,2024,-5.795,-35.2094,Brazil
BRA78623,2024,-30.0331,-51.23,Brazil
BRA78624,2024,-30.0331,-51.23,Brazil
BRA78642,2024,-30.0331,-51.23,Brazil
BRA78583,2024,-22.9064,-43.1822,Brazil
BRA78635,2024,-23.5506,-46.6334,Brazil
BRA79575,2024,-22.8039,-43.3722,Brazil
MEX82865,2024,17.06,-96.7255,Mexico
MEX82874,2024,19.0509,-98.3007,Mexico
MEX82748,2024,19.4841,-99.1844,Mexico
MEX82753,2024,19.2635,-99.1049,Mexico
MEX82842,2024,18.9218,-99.2349,Mexico
MEX82844,2024,18.9218,-99.2349,Mexico
MEX82801,2024,19.5991,-99.0492,Mexico
MEX82774,2024,16.8619,-99.8866,Mexico
MEX82775,2024,16.8619,-99.8866,Mexico
MEX82804,2024,19.4788,-99.2332,Mexico
ARG14549,2024,-34.5241,-58.5037,Argentina
MEX82878,2024,25.7834,-108.9943,Mexico
MEX82726,2024,30.8419,-116.0648,Mexico
MEX82763,2024,21.122,-101.6832,Mexico
CHI14203,2024,-33.036,-71.6296,Chile
MEX82750,2024,19.3502,-99.1621,Mexico
MEX82783,2024,17.3786,-101.05,Mexico
MEX82867,2024,18.9088,-98.4342,Mexico
MEX82917,2024,20.9672,-89.6244,Mexico
ARG14517,2024,-31.4355,-64.2009,Argentina
ARG14545,2024,-43.2527,-65.3062,Argentina
ARG14550,2024,-45.8644,-67.4997,Argentina
CHI11352,2024,-33.6891,-71.2153,Chile
CHI11365,2024,-37.2538,-73.3212,Chile
CHI11368,2024,-41.7719,-73.1333,Chile
COL25093,2024,11.5288,-72.9115,Colombia
COL25101,2024,4.7114,-74.2318,Colombia
PER9205,2024,-13.71,-76.203,Peru
PER9206,2024,-15.8422,-70.0199,Peru
PER9207,2024,-18.0147,-70.2536,Peru
PER9208,2024,-16.3989,-71.535,Peru
PER9211,2024,-14.8864,-70.5889,Peru
PER9214,2024,-12.0462,-77.0451,Peru
ARG14577,2024,-27.3782,-55.9201,Argentina
MEX82809,2024,19.2935,-99.6573,Mexico
PER9213,2024,-15.4944,-70.1208,Peru
MEX82872,2024,19.044,-98.1975,Mexico
MEX82839,2024,18.8128,-98.9553,Mexico
CHI11354,2024,-23.3886,-68.2582,Chile
PER9212,2024,-12.1383,-75.2231,Peru
MEX82776,2024,16.8619,-99.8866,Mexico
MEX82785,2024,20.0078,-99.2202,Mexico
CHI14200,2024,-28.4664,-71.2195,Chile
CHI14201,2024,-33.4569,-70.6483,Chile
MEX82736,2024,32.5325,-117.019,Mexico
MEX82751,2024,19.4829,-99.1135,Mexico
MEX82794,2024,20.6764,-103.3422,Mexico
MEX82811,2024,19.6877,-101.9548,Mexico
MEX82821,2024,19.7034,-101.192,Mexico
MEX82827,2024,19.6473,-102.0485,Mexico
ARG14515,2024,-41.1335,-71.3103,Argentina
ARG14518,2024,-34.9206,-57.9529,Argentina
ARG14521,2024,-31.6529,-64.4282,Argentina
ARG14522,2024,-45.8644,-67.4997,Argentina
ARG14523,2024,-31.4355,-64.2009,Argentina
ARG14524,2024,-27.479,-58.816,Argentina
ARG14525,2024,-42.9175,-71.3229,Argentina
ARG14526,2024,-34.9206,-57.9529,Argentina
ARG14527,2024,-34.7577,-58.4036,Argentina
ARG14528,2024,-37.9975,-57.5483,Argentina
ARG14529,2024,-32.8983,-68.8431,Argentina
ARG14530,2024,-38.9543,-68.0768,Argentina
ARG14531,2024,-27.3782,-55.9201,Argentina
ARG14532,2024,-32.9528,-60.6473,Argentina
ARG14533,2024,-24.7811,-65.4226,Argentina
ARG14534,2024,-31.5347,-68.5303,Argentina
ARG14535,2024,-33.2964,-66.3279,Argentina
ARG14536,2024,-26.8198,-65.2169,Argentina
ARG14537,2024,-34.6129,-68.3348,Argentina
ARG14538,2024,-31.6295,-60.701,Argentina
ARG14539,2024,-36.6205,-64.2899,Argentina
ARG14540,2024,-27.7984,-64.2728,Argentina
ARG14541,2024,-37.33,-59.1367,Argentina
ARG14542,2024,-37.2557,-56.9681,Argentina
CHI11359,2024,-33.036,-71.6296,Chile
PER9215,2024,-13.5226,-71.9673,Peru
BRA78600,2024,-22.9147,-43.4879,Brazil
BRA78628,2024,2.8197,-60.6733,Brazil
BRA78638,2024,-23.5735,-46.7048,Brazil
ARG14588,2024,-28.6372,-65.1288,Argentina
COL25098,2024,7.065,-73.85,Colombia
ARG14546,2024,-34.6141,-58.4579,Argentina
MEX82890,2024,17.9878,-92.9194,Mexico
BRA78640,2024,-10.9111,-37.0717,Brazil
MEX82830,2024,19.4234,-102.007,Mexico
CHI11355,2024,-23.3886,-68.2582,Chile
MEX82868,2024,18.6022,-98.4654,Mexico
ARG14543,2024,-31.3701,-64.5176,Argentina
MEX82802,2024,19.5991,-99.0492,Mexico
MEX82828,2024,19.5136,-101.6101,Mexico
MEX82907,2024,19.1799,-96.1356,Mexico
CHI11358,2024,-41.4693,-72.9424,Chile
MEX82913,2024,18.8349,-97.1534,Mexico
ARG14514,2024,-36.6205,-64.2899,Argentina
MEX82788,2024,20.1224,-98.737,Mexico
MEX82790,2024,19.7876,-98.5523,Mexico
MEX82822,2024,19.7034,-101.192,Mexico
ARG14516,2024,-32.9528,-60.6473,Argentina
ARG14544,2024,-29.4133,-66.858,Argentina
ARG14551,2024,-33.2964,-66.3279,Argentina
COL25099,2024,7.8939,-72.5078,Colombia
PER9216,2024,-9.0853,-78.5783,Peru
BRA78609,2024,-22.8269,-43.0539,Brazil
BRA78626,2024,-32.0384,-52.1047,Brazil
BRA78647,2024,-9.6658,-35.7353,Brazil
CHI11360,2024,-39.8142,-73.2459,Chile
MEX82778,2024,17.5516,-99.5011,Mexico
MEX82891,2024,17.9878,-92.9194,Mexico
MEX82777,2024,16.9297,-99.8025,Mexico
PER9217,2024,-5.1945,-80.6328,Peru
MEX82743,2024,16.737,-92.6376,Mexico
BRA89050,2024,-12.9711,-38.5108,Brazil
COL25091,2024,5.6922,-76.658,Colombia
MEX82800,2024,19.5432,-99.235,Mexico
MEX82791,2024,20.0552,-99.3432,Mexico
MEX82789,2024,20.1224,-98.737,Mexico
MEX82755,2024,25.4217,-100.9997,Mexico
MEX82797,2024,20.3792,-102.9263,Mexico
MEX82902,2024,22.2161,-97.8584,Mexico
ARG14519,2024,-23.2041,-65.3488,Argentina
ARG14552,2024,-32.6381,-60.8219,Argentina
ARG14553,2024,-29.4133,-66.858,Argentina
CHI11353,2024,-36.827,-73.0498,Chile
COL25092,2024,7.8939,-72.5078,Colombia
COL25094,2024,7.1163,-73.1326,Colombia
COL25096,2024,4.2157,-73.8149,Colombia
COL25097,2024,4.2543,-73.8265,Colombia
BRA78503,2024,-15.7797,-47.9297,Brazil
BRA78509,2024,-20.3194,-40.3378,Brazil
BRA78510,2024,-16.6786,-49.2539,Brazil
BRA78562,2024,-25.4278,-49.2731,Brazil
BRA78625,2024,-30.0331,-51.23,Brazil
BRA78629,2024,2.8197,-60.6733,Brazil
BRA78660,2024,-3.1019,-60.025,Brazil
CHI11389,2024,-33.5947,-71.6075,Chile
MEX83135,2024,20.3858,-97.3306,Mexico
BRA79577,2024,-23.5506,-46.6334,Brazil
CHI11362,2024,-39.8142,-73.2459,Chile
MEX82779,2024,17.5516,-99.5011,Mexico
PER9209,2024,-4.9039,-80.6853,Peru
MEX82796,2024,20.3514,-102.7681,Mexico
CHI11378,2024,-27.3668,-70.3314,Chile
MEX82744,2024,14.9111,-92.2643,Mexico
COL25095,2024,10.3917,-75.4824,Colombia
CHI14202,2024,-45.5752,-72.0662,Chile
ARG14555,2024,-34.9206,-57.9529,Argentina
BRA78819,2024,-23.5506,-46.6334,Brazil
COL25251,2024,4.2157,-73.8149,Colombia
COL25252,2024,4.2543,-73.8265,Colombia
COL25271,2024,4.2049,-73.7297,Colombia
MEX83136,2024,19.4313,-99.1531,Mexico
PER9226,2024,-13.71,-76.203,Peru
PER9234,2024,-3.4974,-73.0884,Peru
PER9235,2024,-7.3505,-75.0095,Peru
COL25287,2024,7.065,-73.85,Colombia
ARG14582,2024,-51.6268,-69.2262,Argentina
ARG14589,2024,-28.6372,-65.1288,Argentina
BRA78747,2024,-22.7856,-43.3117,Brazil
BRA78799,2024,-29.889,-50.273,Brazil
MEX83096,2024,32.5325,-117.019,Mexico
COL25288,2024,7.065,-73.85,Colombia
ARG14564,2024,-34.6141,-58.4579,Argentina
MEX83137,2024,19.044,-98.1975,Mexico
MEX83138,2024,18.9865,-99.1012,Mexico
CHI14207,2024,-34.1708,-70.7444,Chile
ARG14558,2024,-42.0609,-71.5976,Argentina
ARG14562,2024,-42.8944,-71.6174,Argentina
ARG14570,2024,-31.7933,-58.3159,Argentina
ARG14571,2024,-32.0675,-60.6375,Argentina
ARG14572,2024,-26.1813,-58.1881,Argentina
ARG14573,2024,-23.7726,-64.7703,Argentina
ARG14574,2024,-36.6205,-64.2899,Argentina
ARG14575,2024,-35.6598,-63.7557,Argentina
ARG14578,2024,-40.1568,-71.3526,Argentina
ARG14579,2024,-41.1335,-71.3103,Argentina
ARG14581,2024,-33.6753,-65.454,Argentina
ARG14584,2024,-32.4358,-60.8147,Argentina
BRA78722,2024,-1.444,-48.4728,Brazil
BRA78733,2024,-7.115,-34.8631,Brazil
BRA78741,2024,-8.0539,-34.8811,Brazil
BRA78790,2024,-5.795,-35.2094,Brazil
CHI11380,2024,-36.827,-73.0498,Chile
CHI11387,2024,-33.4311,-70.6045,Chile
COL25269,2024,10.581,-74.714,Colombia
MEX83064,2024,19.4169,-98.9453,Mexico
MEX83065,2024,19.4088,-99.0182,Mexico
MEX83067,2024,19.3584,-98.9766,Mexico
MEX83074,2024,28.6368,-106.0763,Mexico
MEX83075,2024,19.3502,-99.1621,Mexico
MEX83094,2024,19.4313,-99.1531,Mexico
MEX83103,2024,19.8722,-96.6511,Mexico
MEX83104,2024,25.5372,-103.5246,Mexico
MEX83106,2024,20.0806,-98.3681,Mexico
MEX83120,2024,18.3623,-100.6682,Mexico
MEX83122,2024,17.9854,-101.8063,Mexico
MEX83123,2024,16.7622,-99.2289,Mexico
MEX83124,2024,17.2453,-99.5147,Mexico
MEX83142,2024,18.9786,-98.4481,Mexico
MEX83143,2024,20.6506,-98.5751,Mexico
PER9222,2024,-16.3989,-71.535,Peru
PER9229,2024,-12.0462,-77.0451,Peru
COL25289,2024,7.065,-73.85,Colombia
MEX83119,2024,17.5942,-99.1777,Mexico
MEX83139,2024,18.7897,-97.3354,Mexico
MEX83121,2024,17.009,-100.0894,Mexico
MEX83102,2024,19.2935,-99.6573,Mexico
MEX83060,2024,17.0242,-92.3053,Mexico
MEX83063,2024,19.2611,-98.8957,Mexico
ARG14565,2024,-34.6141,-58.4579,Argentina
MEX83079,2024,22.7761,-102.5718,Mexico
MEX83144,2024,22.7761,-102.5718,Mexico
MEX83078,2024,17.9878,-92.9194,Mexico
MEX83131,2024,16.9129,-99.8223,Mexico
PER9236,2024,-5.1945,-80.6328,Peru
MEX83076,2024,18.8606,-97.0621,Mexico
MEX83126,2024,17.2226,-100.6324,Mexico
MEX83077,2024,24.024,-104.6702,Mexico
COL25229,2024,11.0229,-74.852,Colombia
MEX83105,2024,19.2859,-99.5122,Mexico
MEX83140,2024,19.5991,-99.0492,Mexico
MEX83093,2024,16.8619,-99.8866,Mexico
MEX83118,2024,16.8619,-99.8866,Mexico
ARG14556,2024,-34.5241,-58.5037,Argentina
MEX83125,2024,17.4133,-99.243,Mexico
MEX83141,2024,18.6214,-97.0389,Mexico
CHI11383,2024,-41.4693,-72.9424,Chile
MEX83066,2024,19.3131,-98.8842,Mexico
MEX83127,2024,17.5469,-98.5821,Mexico
MEX83062,2024,24.8088,-107.394,Mexico
ARG14585,2024,-27.7984,-64.2728,Argentina
BRA78650,2024,-9.6658,-35.7353,Brazil
BRA78710,2024,-19.9208,-43.9378,Brazil
BRA78765,2024,-22.8569,-43.3008,Brazil
CHI11386,2024,-33.5922,-70.6996,Chile
COL25228,2024,10.9799,-74.8013,Colombia
COL25232,2024,4.5931,-74.0712,Colombia
COL25255,2024,3.1013,-75.2768,Colombia
COL25262,2024,11.0687,-72.759,Colombia
COL25263,2024,11.4895,-72.7132,Colombia
COL25267,2024,10.6076,-72.979,Colombia
COL25292,2024,9.3145,-75.3445,Colombia
MEX83081,2024,24.1487,-110.307,Mexico
MEX83095,2024,19.4313,-99.1531,Mexico
MEX83097,2024,25.9491,-108.9283,Mexico
MEX83132,2024,19.4313,-99.1531,Mexico
MEX83134,2024,25.9177,-109.1704,Mexico
MEX83147,2024,18.5001,-88.2948,Mexico
MEX83148,2024,28.6368,-106.0763,Mexico
MEX83149,2024,16.6851,-98.4044,Mexico
PER9223,2024,-16.3989,-71.535,Peru
PER9225,2024,-12.8426,-74.5697,Peru
PER9230,2024,-5.3293,-76.4497,Peru
MEX83059,2024,19.4313,-99.1531,Mexico
COL25260,2024,10.9587,-72.7936,Colombia
MEX83173,2024,15.9207,-92.3034,Mexico
MEX83129,2024,19.2935,-99.6573,Mexico
MEX83128,2024,17.06,-96.7255,Mexico
PER9232,2024,-3.7491,-73.2538,Peru
MEX83098,2024,26.0776,-108.7599,Mexico
PER9237,2024,-5.1945,-80.6328,Peru
MEX83113,2024,18.9037,-96.9993,Mexico
MEX83114,2024,18.8606,-97.0621,Mexico
MEX83151,2024,19.5271,-96.9226,Mexico
MEX83111,2024,18.804,-97.1811,Mexico
MEX83107,2024,19.2859,-99.5122,Mexico
MEX83145,2024,16.8619,-99.8866,Mexico
MEX83099,2024,31.8089,-116.5951,Mexico
MEX83110,2024,18.8476,-96.9155,Mexico
MEX83112,2024,18.8944,-96.9353,Mexico
MEX83115,2024,18.8219,-97.1628,Mexico
MEX83116,2024,18.851,-97.0989,Mexico
MEX83117,2024,18.8349,-97.1534,Mexico
MEX83150,2024,18.8349,-97.1534,Mexico
MEX83080,2024,19.0613,-98.3061,Mexico
MEX83146,2024,20.0078,-99.2202,Mexico
CHI14206,2024,-35.4264,-71.6554,Chile
CHI14208,2024,-33.1001,-71.6629,Chile
CHI14209,2024,-33.0246,-71.5518,Chile
ARG14554,2024,-34.7109,-58.5937,Argentina
ARG14560,2024,-42.9175,-71.3229,Argentina
ARG14580,2024,-41.1335,-71.3103,Argentina
ARG14583,2024,-32.9528,-60.6473,Argentina
ARG14586,2024,-27.7984,-64.2728,Argentina
BRA78734,2024,-7.115,-34.8631,Brazil
BRA78791,2024,-5.795,-35.2094,Brazil
BRA78800,2024,-30.0331,-51.23,Brazil
CHI11381,2024,-36.827,-73.0498,Chile
COL25203,2024,7.8834,-76.626,Colombia
COL25205,2024,7.9774,-75.1983,Colombia
COL25216,2024,6.2496,-75.5774,Colombia
COL25217,2024,6.489,-74.4046,Colombia
COL25230,2024,10.7911,-74.7585,Colombia
COL25256,2024,3.1013,-75.2768,Colombia
COL25259,2024,11.1575,-72.5985,Colombia
COL25272,2024,0.8277,-77.6464,Colombia
MEX83068,2024,32.5325,-117.019,Mexico
MEX83072,2024,32.5325,-117.019,Mexico
MEX83083,2024,19.7034,-101.192,Mexico
MEX83100,2024,28.6368,-106.0763,Mexico
MEX83155,2024,19.7034,-101.192,Mexico
PER9227,2024,-11.1067,-77.605,Peru
MEX83391,2024,16.7625,-91.1291,Mexico
MEX83175,2024,20.2294,-99.2138,Mexico
COL25261,2024,10.9587,-72.7936,Colombia
MEX83084,2024,19.2935,-99.6573,Mexico
MEX83157,2024,19.2935,-99.6573,Mexico
MEX83130,2024,17.5516,-99.5011,Mexico
MEX83082,2024,19.9272,-96.8541,Mexico
ARG14566,2024,-34.6141,-58.4579,Argentina
MEX83085,2024,22.7761,-102.5718,Mexico
MEX83156,2024,19.5385,-99.1952,Mexico
MEX83174,2024,26.8225,-109.637,Mexico
MEX83153,2024,18.9218,-99.2349,Mexico
MEX83154,2024,18.8394,-99.1856,Mexico
COL25208,2024,7.5975,-74.7991,Colombia
MEX83101,2024,24.024,-104.6702,Mexico
COL25218,2024,6.1472,-75.3768,Colombia
MEX83152,2024,16.8619,-99.8866,Mexico
COL25219,2024,6.5565,-75.8271,Colombia
CHI14204,2024,-29.9533,-71.3395,Chile
CHI14205,2024,-29.9533,-71.3395,Chile
ARG14557,2024,-37.2557,-56.9681,Argentina
ARG14559,2024,-45.8644,-67.4997,Argentina
ARG14561,2024,-43.0888,-71.4617,Argentina
ARG14568,2024,-31.4355,-64.2009,Argentina
BRA78690,2024,-16.0706,-57.6789,Brazil
BRA78691,2024,-15.5961,-56.0967,Brazil
BRA78692,2024,-11.4229,-58.757,Brazil
BRA78693,2024,-13.0675,-55.9214,Brazil
BRA78695,2024,-16.6231,-54.4739,Brazil
BRA78696,2024,-11.8642,-55.5025,Brazil
BRA78702,2024,-15.6467,-56.1325,Brazil
BRA78708,2024,-21.4301,-45.9503,Brazil
BRA78717,2024,-21.377,-46.5209,Brazil
BRA78801,2024,-30.0331,-51.23,Brazil
BRA78802,2024,-30.0331,-51.23,Brazil
CHI11390,2024,-33.0246,-71.5518,Chile
COL25257,2024,3.1013,-75.2768,Colombia
COL25265,2024,11.5288,-72.9115,Colombia
MEX83069,2024,32.5325,-117.019,Mexico
MEX83071,2024,17.9623,-102.198,Mexico
MEX83087,2024,22.7468,-102.5188,Mexico
MEX83088,2024,29.0749,-110.959,Mexico
MEX83133,2024,32.6412,-115.476,Mexico
MEX83158,2024,19.4169,-98.9453,Mexico
MEX83160,2024,16.7555,-99.5769,Mexico
PER9252,2024,-14.0833,-70.4333,Peru
COL25437,2024,5.54,-73.3555,Colombia
BRA79568,2024,-22.9147,-43.4879,Brazil
MEX83086,2024,17.5516,-99.5011,Mexico
MEX83108,2024,17.5516,-99.5011,Mexico
ARG14567,2024,-34.6141,-58.4579,Argentina
MEX83159,2024,19.5991,-99.0492,Mexico
CHI11384,2024,-41.4693,-72.9424,Chile
MEX83161,2024,18.8349,-97.1534,Mexico
MEX83061,2024,19.3166,-98.2376,Mexico
ARG14563,2024,-43.2527,-65.3062,Argentina
ARG14569,2024,-27.479,-58.816,Argentina
ARG14576,2024,-29.4133,-66.858,Argentina
BRA78804,2024,-30.0331,-51.23,Brazil
BRA78805,2024,-30.0331,-51.23,Brazil
BRA78806,2024,-30.0331,-51.23,Brazil
CHI11388,2024,-33.4311,-70.6045,Chile
COL25233,2024,4.6113,-74.0592,Colombia
COL25234,2024,4.6411,-74.0857,Colombia
COL25266,2024,11.5288,-72.9115,Colombia
COL25291,2024,7.1163,-73.1326,Colombia
MEX83089,2024,19.3502,-99.1621,Mexico
MEX83090,2024,19.4313,-99.1531,Mexico
MEX83091,2024,23.7311,-99.1513,Mexico
MEX83109,2024,32.6412,-115.476,Mexico
MEX83163,2024,19.4313,-99.1531,Mexico
MEX83166,2024,17.2774,-96.8845,Mexico
MEX83168,2024,18.8416,-98.0463,Mexico
MEX83171,2024,18.5024,-89.3952,Mexico
PER9224,2024,-16.3989,-71.535,Peru
PER9238,2024,-14.0833,-70.4333,Peru
CHI11393,2024,-33.0246,-71.5518,Chile
CHI11394,2024,-20.2133,-70.1503,Chile
CHI11400,2024,-39.8142,-73.2459,Chile
MEX83169,2024,16.9507,-96.7506,Mexico
MEX83070,2024,17.5516,-99.5011,Mexico
MEX83162,2024,17.5516,-99.5011,Mexico
MEX83315,2024,17.5516,-99.5011,Mexico
PER9233,2024,-3.7491,-73.2538,Peru
MEX83167,2024,19.5385,-99.1952,Mexico
MEX83170,2024,17.9878,-92.9194,Mexico
MEX83164,2024,20.3514,-102.7681,Mexico
MEX83300,2024,20.3514,-102.7681,Mexico
MEX83172,2024,16.9642,-96.7067,Mexico
CHI11379,2024,-27.3668,-70.3314,Chile
MEX83165,2024,19.6293,-99.1044,Mexico
MEX83092,2024,14.9111,-92.2643,Mexico
COL25238,2024,10.3917,-75.4824,Colombia
BRA79028,2024,-29.8378,-51.435,Brazil
BRA79043,2024,-30.0331,-51.23,Brazil
MEX83316,2024,19.3502,-99.1621,Mexico
MEX83317,2024,19.4313,-99.1531,Mexico
PER9251,2024,-12.1204,-77.0299,Peru
PER9253,2024,-13.71,-76.203,Peru
MEX83311,2024,19.3908,-99.1954,Mexico
MEX83320,2024,19.2883,-99.1671,Mexico
MEX83215,2024,17.9878,-92.9194,Mexico
PER9254,2024,-5.1945,-80.6328,Peru
MEX83247,2024,16.8619,-99.8866,Mexico
ARG14632,2024,-31.1364,-64.2965,Argentina
BRA79036,2024,-30.0331,-51.23,Brazil
BRA79044,2024,-27.6427,-48.6695,Brazil
COL25313,2024,3.1013,-75.2768,Colombia
MEX83288,2024,16.754,-93.1152,Mexico
MEX83299,2024,19.4313,-99.1531,Mexico
MEX83313,2024,20.6764,-103.3422,Mexico
MEX83321,2024,19.7034,-101.192,Mexico
MEX83378,2024,19.4313,-99.1531,Mexico
MEX83310,2024,20.5934,-100.39,Mexico
CHI11391,2024,-32.7497,-70.7258,Chile
ARG14626,2024,-43.2993,-65.0935,Argentina
MEX83291,2024,21.122,-101.6832,Mexico
ARG14617,2024,-51.5795,-72.2115,Argentina
ARG14618,2024,-34.9206,-57.9529,Argentina
