event_id_cnty,country,year,ntl_mean_5km,ntl_p90_5km,ntl_std_5km,ntl_year
ARG12096,Argentina,2023,7.4508273992265,19.205562591552734,7.084102837285228,2022
ARG14048,Argentina,2023,7.4508273992265,19.205562591552734,7.084102837285228,2022
ARG13108,Argentina,2023,0.3938213680090411,0.3898038864135742,0.4186400918336692,2022
ARG13109,Argentina,2023,0.3938213680090411,0.3898038864135742,0.4186400918336692,2022
ARG13020,Argentina,2023,0.3938213680090411,0.3898038864135742,0.4186400918336692,2022
ARG13612,Argentina,2023,0.7825911143740122,1.3254141807556152,0.9746210770111025,2022
ARG13518,Argentina,2023,0.45154243704568664,0.6118090748786926,0.46030034458443747,2022
ARG12703,Argentina,2023,30.24417275072906,89.82079315185547,32.21774624418762,2022
ARG13578,Argentina,2023,1.6857219795605431,3.1121323108673096,2.8895334063220712,2022
ARG14080,Argentina,2023,1.6857219795605431,3.1121323108673096,2.8895334063220712,2022
ARG12858,Argentina,2023,3.9437771863972717,11.854954719543457,6.0142546377133055,2022
ARG12928,Argentina,2023,3.9437771863972717,11.854954719543457,6.0142546377133055,2022
ARG12637,Argentina,2023,76.30050927326,97.7186237321024,19.02187893689221,2022
ARG12856,Argentina,2023,0.7810038933630724,0.8300731579462687,1.5290859170661322,2022
ARG14226,Argentina,2023,7.652269979892282,28.402408599853516,15.27234369232775,2022
ARG14211,Argentina,2023,4.553605892773427,11.213176727294922,8.644540320754643,2022
ARG13128,Argentina,2023,14.811627683583023,34.334564208984375,11.164498639812566,2022
ARG12116,Argentina,2023,8.457649951219876,30.5490665435791,12.368783959659684,2022
ARG12361,Argentina,2023,8.457649951219876,30.5490665435791,12.368783959659684,2022
ARG12489,Argentina,2023,8.457649951219876,30.5490665435791,12.368783959659684,2022
ARG12558,Argentina,2023,8.457649951219876,30.5490665435791,12.368783959659684,2022
ARG12583,Argentina,2023,8.457649951219876,30.5490665435791,12.368783959659684,2022
ARG13515,Argentina,2023,8.457649951219876,30.5490665435791,12.368783959659684,2022
ARG13388,Argentina,2023,0.41066381440876826,0.46274252235889435,0.4714067309938579,2022
ARG13442,Argentina,2023,0.41066381440876826,0.46274252235889435,0.4714067309938579,2022
ARG13475,Argentina,2023,0.41066381440876826,0.46274252235889435,0.4714067309938579,2022
ARG13632,Argentina,2023,0.41066381440876826,0.46274252235889435,0.4714067309938579,2022
ARG13642,Argentina,2023,0.41066381440876826,0.46274252235889435,0.4714067309938579,2022
ARG13662,Argentina,2023,0.41066381440876826,0.46274252235889435,0.4714067309938579,2022
ARG13680,Argentina,2023,0.41066381440876826,0.46274252235889435,0.4714067309938579,2022
ARG12643,Argentina,2023,1.4099664450131424,2.0691988468170166,2.244358370926548,2022
ARG12630,Argentina,2023,1.4099664450131424,2.0691988468170166,2.244358370926548,2022
ARG12675,Argentina,2023,1.4099664450131424,2.0691988468170166,2.244358370926548,2022
ARG13068,Argentina,2023,1.4099664450131424,2.0691988468170166,2.244358370926548,2022
ARG12852,Argentina,2023,8.964862376217008,25.58693504333496,12.9670853237036,2022
ARG12150,Argentina,2023,39.90598585434246,69.71918869018555,24.069363963566456,2022
ARG12403,Argentina,2023,39.90598585434246,69.71918869018555,24.069363963566456,2022
ARG12477,Argentina,2023,39.90598585434246,69.71918869018555,24.069363963566456,2022
ARG12701,Argentina,2023,39.90598585434246,69.71918869018555,24.069363963566456,2022
ARG12885,Argentina,2023,39.90598585434246,69.71918869018555,24.069363963566456,2022
ARG13098,Argentina,2023,39.90598585434246,69.71918869018555,24.069363963566456,2022
ARG13264,Argentina,2023,39.90598585434246,69.71918869018555,24.069363963566456,2022
ARG13365,Argentina,2023,39.90598585434246,69.71918869018555,24.069363963566456,2022
ARG13286,Argentina,2023,39.90598585434246,69.71918869018555,24.069363963566456,2022
