event_id_cnty,country,year,latitude,longitude
PER2405,Peru,2021,-14.5099,-71.8846
PER2404,Peru,2021,-6.7011,-79.9061
ARG6337,Argentina,2021,-45.8644,-67.4997
BRA37107,Brazil,2021,-19.9208,-43.9378
BRA37126,Brazil,2021,-5.0892,-42.8019
MEX40363,Mexico,2021,20.6764,-103.3422
MEX40359,Mexico,2021,19.4841,-99.1844
MEX40362,Mexico,2021,16.8619,-99.8866
PER2406,Peru,2021,-12.0566,-77.1181
PER2408,Peru,2021,-14.5099,-71.8846
ARG6338,Argentina,2021,-45.8644,-67.4997
ARG6339,Argentina,2021,-35.6983,-64.1331
PER2407,Peru,2021,-16.3989,-71.535
MEX40386,Mexico,2021,19.2935,-99.6573
MEX40392,Mexico,2021,17.06,-96.7255
MEX40382,Mexico,2021,17.5049,-99.0937
PER2410,Peru,2021,-14.5099,-71.8846
BRA37144,Brazil,2021,-22.7642,-43.3994
MEX40403,Mexico,2021,16.8037,-95.0709
MEX40405,Mexico,2021,18.8905,-96.8
PER2414,Peru,2021,-14.5099,-71.8846
ARG6350,Argentina,2021,-31.5824,-68.5422
BRA37159,Brazil,2021,-19.9208,-43.9378
BRA37189,Brazil,2021,-23.5017,-47.4581
BRA37192,Brazil,2021,-20.3194,-40.3378
BRA37173,Brazil,2021,-5.3504,-42.8179
BRA37185,Brazil,2021,-12.9711,-38.5108
BRA37177,Brazil,2021,-30.0331,-51.23
ARG6348,Argentina,2021,-31.6295,-60.701
ARG6344,Argentina,2021,-29.1443,-59.6438
ARG6341,Argentina,2021,-30.8032,-60.0058
ARG6349,Argentina,2021,-28.4121,-59.2601
ARG6347,Argentina,2021,-30.5816,-59.9282
ARG6343,Argentina,2021,-32.4571,-60.8922
ARG6346,Argentina,2021,-32.9528,-60.6473
ARG6340,Argentina,2021,-29.9091,-59.8273
ARG6345,Argentina,2021,-29.4994,-59.7479
PER2413,Peru,2021,-8.116,-79.03
ARG6342,Argentina,2021,-34.5659,-59.1143
BRA37182,Brazil,2021,-22.9147,-43.4879
MEX40438,Mexico,2021,22.2463,-97.837
MEX40412,Mexico,2021,27.8812,-101.5129
MEX40433,Mexico,2021,17.8068,-97.7762
MEX40434,Mexico,2021,17.1553,-97.8925
CHI6552,Chile,2021,-38.9321,-72.0269
CHI6554,Chile,2021,-33.4311,-70.6045
CHI6555,Chile,2021,-33.4569,-70.6483
MEX40435,Mexico,2021,17.18,-97.9311
MEX40442,Mexico,2021,18.5668,-97.1021
MEX40448,Mexico,2021,22.7761,-102.5718
PER2411,Peru,2021,-3.7491,-73.2538
PER2412,Peru,2021,-3.7491,-73.2538
MEX40417,Mexico,2021,16.8619,-99.8866
MEX40436,Mexico,2021,25.7834,-108.9943
MEX40444,Mexico,2021,20.5341,-97.4436
MEX40414,Mexico,2021,21.122,-101.6832
PER2421,Peru,2021,-14.5099,-71.8846
PER2416,Peru,2021,-12.0566,-77.1181
PER2415,Peru,2021,-13.1588,-74.2232
COL5269,Colombia,2021,4.4396,-75.1937
BRA37197,Brazil,2021,-19.9208,-43.9378
BRA37221,Brazil,2021,-23.6939,-46.565
BRA37231,Brazil,2021,-20.3194,-40.3378
BRA37201,Brazil,2021,-25.2917,-49.2242
BRA37213,Brazil,2021,-22.8833,-43.1036
ARG6353,Argentina,2021,-24.1894,-65.2945
ARG6352,Argentina,2021,-32.9528,-60.6473
ARG6351,Argentina,2021,-32.4571,-60.8922
PER2420,Peru,2021,-8.116,-79.03
PER2417,Peru,2021,-6.7714,-79.8409
CHI6570,Chile,2021,-36.7249,-73.1168
BRA37228,Brazil,2021,-23.6613,-46.701
MEX40452,Mexico,2021,16.708,-93.016
MEX40466,Mexico,2021,21.5429,-105.2848
MEX40469,Mexico,2021,17.3353,-98.0124
MEX40467,Mexico,2021,17.8068,-97.7762
MEX40453,Mexico,2021,17.5113,-93.1167
BRA37198,Brazil,2021,-15.7797,-47.9297
MEX40476,Mexico,2021,29.0749,-110.959
CHI6571,Chile,2021,-38.7397,-72.5984
CHI6572,Chile,2021,-38.7397,-72.5984
MEX40457,Mexico,2021,21.1394,-98.4205
MEX40454,Mexico,2021,16.737,-92.6376
PER2418,Peru,2021,-12.0812,-75.2421
MEX40473,Mexico,2021,25.7834,-108.9943
MEX40458,Mexico,2021,20.1224,-98.737
BRA37244,Brazil,2021,-3.1019,-60.025
PER2425,Peru,2021,-14.5099,-71.8846
ARG6356,Argentina,2021,-45.8644,-67.4997
ARG6355,Argentina,2021,-45.8644,-67.4997
ARG6357,Argentina,2021,-45.8644,-67.4997
ARG6359,Argentina,2021,-29.1444,-59.2649
COL5271,Colombia,2021,8.6648,-75.1324
BRA37236,Brazil,2021,2.8197,-60.6733
BRA37237,Brazil,2021,-16.6172,-48.9615
BRA37253,Brazil,2021,-2.4431,-54.7083
BRA37256,Brazil,2021,-20.3194,-40.3378
ARG6360,Argentina,2021,-39.2605,-62.6167
ARG6361,Argentina,2021,-32.9528,-60.6473
ARG6362,Argentina,2021,-31.6295,-60.701
ARG6358,Argentina,2021,-32.9168,-60.8106
ARG6354,Argentina,2021,-46.4445,-67.5223
CHI6574,Chile,2021,-36.7249,-73.1168
ARG6398,Argentina,2021,-34.6424,-60.4708
MEX40492,Mexico,2021,19.4088,-99.0182
MEX40482,Mexico,2021,26.8914,-111.9826
MEX40493,Mexico,2021,19.7034,-101.192
PER2424,Peru,2021,-18.0147,-70.2536
CHI6573,Chile,2021,-23.6524,-70.3954
CHI6560,Chile,2021,-33.5922,-70.6996
PER2422,Peru,2021,-3.7491,-73.2538
MEX40483,Mexico,2021,16.737,-92.6376
MEX40499,Mexico,2021,22.1517,-100.977
BRA37245,Brazil,2021,-2.6358,-56.7197
ARG6363,Argentina,2021,-31.4189,-64.498
BRA37247,Brazil,2021,-19.0911,-42.1572
MEX40487,Mexico,2021,16.8619,-99.8866
MEX40501,Mexico,2021,18.088,-94.3891
MEX40490,Mexico,2021,20.1224,-98.737
BRA37297,Brazil,2021,-31.77,-52.341
PER2428,Peru,2021,-14.5099,-71.8846
PER2426,Peru,2021,-16.3989,-71.535
ARG6364,Argentina,2021,-45.8644,-67.4997
COL5272,Colombia,2021,10.2566,-75.3445
BRA37318,Brazil,2021,-20.2442,-50.6452
BRA37268,Brazil,2021,-22.997,-47.509
BRA37289,Brazil,2021,-22.296,-51.9075
BRA37290,Brazil,2021,-20.7725,-49.7142
BRA37291,Brazil,2021,-21.4674,-49.2236
BRA37292,Brazil,2021,-20.7372,-48.9147
BRA37294,Brazil,2021,-22.9774,-49.8699
BRA37305,Brazil,2021,-22.2294,-50.8923
BRA37309,Brazil,2021,-22.8989,-49.6325
BRA37310,Brazil,2021,-20.2448,-50.6886
BRA37319,Brazil,2021,-22.2229,-49.8217
BRA37257,Brazil,2021,-21.2089,-50.4328
BRA37259,Brazil,2021,-23.1176,-46.5553
BRA37283,Brazil,2021,-22.5837,-47.4126
BRA37285,Brazil,2021,-22.5075,-48.7136
BRA37258,Brazil,2021,-22.1028,-48.9771
BRA37299,Brazil,2021,-23.7074,-47.4252
BRA37261,Brazil,2021,-22.3147,-49.0606
BRA37264,Brazil,2021,-21.6217,-49.0811
BRA37266,Brazil,2021,-24.0049,-48.349
BRA37267,Brazil,2021,-23.4689,-47.7396
BRA37273,Brazil,2021,-27.5967,-48.5492
BRA37316,Brazil,2021,-23.0264,-45.5553
BRA37280,Brazil,2021,-23.5917,-48.0531
BRA37293,Brazil,2021,-20.1843,-49.3513
BRA37295,Brazil,2021,-20.4167,-50.7621
BRA37296,Brazil,2021,-22.7876,-50.2178
BRA37298,Brazil,2021,-21.4197,-50.0775
BRA37300,Brazil,2021,-22.7253,-47.6492
BRA37303,Brazil,2021,-23.2114,-47.5216
BRA37304,Brazil,2021,-16.4444,-39.0654
BRA37270,Brazil,2021,-21.4882,-51.5389
BRA37282,Brazil,2021,-22.6076,-48.8056
BRA37281,Brazil,2021,-21.0576,-49.6905
BRA37315,Brazil,2021,-23.3514,-47.8552
BRA37272,Brazil,2021,-20.2841,-50.2501
BRA37288,Brazil,2021,-22.2139,-49.9458
BRA37286,Brazil,2021,-20.6444,-50.226
BRA37313,Brazil,2021,-20.1286,-40.3078
BRA37277,Brazil,2021,-22.8164,-45.1925
BRA37276,Brazil,2021,-21.8947,-49.5918
BRA37278,Brazil,2021,-21.7576,-48.8308
BRA37263,Brazil,2021,-21.2932,-50.3387
BRA37314,Brazil,2021,-21.7373,-48.688
BRA37260,Brazil,2021,-21.9238,-50.7344
ARG6367,Argentina,2021,-32.9528,-60.6473
ARG6369,Argentina,2021,-31.6295,-60.701
PER2427,Peru,2021,-6.7714,-79.8409
ARG6375,Argentina,2021,-32.8983,-68.8431
CHI6576,Chile,2021,-36.7331,-72.9826
CHI6578,Chile,2021,-33.5947,-71.6075
CHI6577,Chile,2021,-33.4311,-70.6045
MEX40517,Mexico,2021,20.6764,-103.3422
MEX40512,Mexico,2021,25.4217,-100.9997
MEX40576,Mexico,2021,19.3584,-98.9766
MEX40513,Mexico,2021,25.5701,-103.4964
MEX40506,Mexico,2021,30.5626,-115.9433
MEX40518,Mexico,2021,19.3584,-98.9766
MEX40509,Mexico,2021,26.8914,-111.9826
ARG6368,Argentina,2021,-33.2964,-66.3279
ARG6366,Argentina,2021,-34.9206,-57.9529
ARG6365,Argentina,2021,-34.9206,-57.9529
ARG6370,Argentina,2021,-31.6295,-60.701
MEX40519,Mexico,2021,19.2935,-99.6573
MEX40516,Mexico,2021,17.5516,-99.5011
CHI6564,Chile,2021,-38.7397,-72.5984
MEX40511,Mexico,2021,16.737,-92.6376
MEX40577,Mexico,2021,16.1759,-95.1922
BRA37269,Brazil,2021,-21.1378,-48.9728
MEX40515,Mexico,2021,16.8619,-99.8866
COL5273,Colombia,2021,10.3917,-75.4824
BRA37323,Brazil,2021,-19.9208,-43.9378
BRA37324,Brazil,2021,-15.7797,-47.9297
ARG6371,Argentina,2021,-45.8644,-67.4997
ARG6373,Argentina,2021,-32.9528,-60.6473
ARG6374,Argentina,2021,-31.6295,-60.701
PER2429,Peru,2021,-6.7714,-79.8409
PER2434,Peru,2021,-18.0147,-70.2536
CHI6579,Chile,2021,-29.9772,-70.5595
MEX40554,Mexico,2021,17.8068,-97.7762
MEX40545,Mexico,2021,19.3584,-98.9766
MEX40543,Mexico,2021,18.2228,-99.2078
MEX40536,Mexico,2021,31.7465,-106.485
MEX40535,Mexico,2021,16.5415,-92.4726
CHI6802,Chile,2021,-30.0334,-70.5171
BRA37337,Brazil,2021,-23.5735,-46.7048
COL5278,Colombia,2021,7.8939,-72.5078
MEX40542,Mexico,2021,17.4036,-99.4671
MEX40538,Mexico,2021,19.4193,-99.1137
CHI6569,Chile,2021,-37.2197,-72.3788
CHI6566,Chile,2021,-36.827,-73.0498
ARG6372,Argentina,2021,-42.7672,-65.0363
ARG6376,Argentina,2021,-42.7672,-65.0363
CHI6567,Chile,2021,-39.6385,-72.3318
CHI6568,Chile,2021,-33.4311,-70.6045
MEX40544,Mexico,2021,21.1394,-98.4205
MEX40541,Mexico,2021,16.9297,-99.8025
PER2431,Peru,2021,-3.7491,-73.2538
PER2432,Peru,2021,-3.7491,-73.2538
PER2435,Peru,2021,-3.9067,-70.5152
MEX40555,Mexico,2021,16.1759,-95.1922
COL5279,Colombia,2021,3.2209,-76.3133
MEX40540,Mexico,2021,16.8619,-99.8866
MEX40546,Mexico,2021,19.6855,-98.8686
MEX40537,Mexico,2021,19.2429,-103.7281
MEX40552,Mexico,2021,25.6647,-100.311
COL5285,Colombia,2021,10.1425,-75.6835
BRA37363,Brazil,2021,-19.7667,-43.0389
BRA37373,Brazil,2021,-22.0175,-47.8908
BRA37378,Brazil,2021,-29.7616,-57.087
BRA37372,Brazil,2021,-23.9608,-46.3336
ARG6377,Argentina,2021,-32.7866,-61.6035
BRA37377,Brazil,2021,-23.5506,-46.6334
MEX40606,Mexico,2021,17.9661,-94.7217
MEX40592,Mexico,2021,22.7468,-102.5188
MEX40610,Mexico,2021,25.5281,-103.2304
PER2436,Peru,2021,-12.0462,-77.0451
MEX40611,Mexico,2021,23.2003,-106.4222
MEX40613,Mexico,2021,18.8219,-97.1628
ARG6379,Argentina,2021,-45.8644,-67.4997
PER2437,Peru,2021,-5.9847,-79.7453
CHI6583,Chile,2021,-20.3359,-69.6564
MEX40638,Mexico,2021,19.0532,-104.3164
MEX40632,Mexico,2021,29.0749,-110.959
MEX40644,Mexico,2021,20.6136,-105.2272
COL5296,Colombia,2021,8.1704,-76.0597
PER2438,Peru,2021,-4.9039,-80.6853
MEX40635,Mexico,2021,18.68,-98.8034
MEX40639,Mexico,2021,23.2003,-106.4222
MEX40622,Mexico,2021,16.8619,-99.8866
MEX40641,Mexico,2021,25.6647,-100.311
ARG6380,Argentina,2021,-41.074,-71.1571
ARG6383,Argentina,2021,-41.1335,-71.3103
BRA37402,Brazil,2021,-19.9208,-43.9378
BRA37405,Brazil,2021,-2.9009,-40.8427
BRA37411,Brazil,2021,-3.7172,-38.5431
BRA37413,Brazil,2021,-30.1139,-51.325
BRA37417,Brazil,2021,-23.3103,-51.1628
BRA37422,Brazil,2021,-5.795,-35.2094
BRA37406,Brazil,2021,-20.4428,-54.6464
BRA37429,Brazil,2021,-22.9657,-43.1991
MEX40671,Mexico,2021,20.6764,-103.3422
PER2442,Peru,2021,-3.5669,-80.4515
MEX40661,Mexico,2021,19.4313,-99.1531
MEX40662,Mexico,2021,19.4313,-99.1531
MEX40663,Mexico,2021,19.4313,-99.1531
ARG6382,Argentina,2021,-42.7672,-65.0363
ARG6381,Argentina,2021,-34.9206,-57.9529
BRA37436,Brazil,2021,-5.0892,-42.8019
MEX40655,Mexico,2021,18.5001,-88.2948
MEX40666,Mexico,2021,20.5038,-86.9576
CHI6587,Chile,2021,-33.4569,-70.6483
ARG9257,Argentina,2021,-26.8198,-65.2169
MEX40689,Mexico,2021,19.2935,-99.6573
PER2441,Peru,2021,-15.4944,-70.1208
MEX40654,Mexico,2021,21.1614,-86.8248
MEX40664,Mexico,2021,19.4313,-99.1531
MEX40656,Mexico,2021,17.5516,-99.5011
MEX40657,Mexico,2021,17.5516,-99.5011
MEX40672,Mexico,2021,19.044,-98.1975
MEX40680,Mexico,2021,19.0509,-98.3007
MEX40665,Mexico,2021,19.4073,-99.1908
MEX40667,Mexico,2021,18.9218,-99.2349
PER2439,Peru,2021,-3.7491,-73.2538
PER2440,Peru,2021,-3.7491,-73.2538
BRA89901,Brazil,2021,-12.9711,-38.5108
MEX40691,Mexico,2021,24.024,-104.6702
MEX40692,Mexico,2021,19.5271,-96.9226
MEX40684,Mexico,2021,22.1517,-100.977
MEX40649,Mexico,2021,16.8619,-99.8866
MEX40650,Mexico,2021,16.8619,-99.8866
MEX40690,Mexico,2021,20.0552,-99.3432
BRA37443,Brazil,2021,-22.7642,-43.3994
ARG6386,Argentina,2021,-28.8537,-66.237
ARG6390,Argentina,2021,-28.4744,-65.7793
PER2450,Peru,2021,-14.1864,-71.3435
PER2445,Peru,2021,-14.1017,-71.4296
PER2451,Peru,2021,-14.1456,-71.4072
PER2443,Peru,2021,-14.0256,-71.4533
PER2449,Peru,2021,-14.2018,-71.315
ARG6389,Argentina,2021,-32.8983,-68.8431
COL5299,Colombia,2021,4.8057,-75.7171
BRA37446,Brazil,2021,2.8197,-60.6733
BRA37458,Brazil,2021,-29.6886,-51.4611
BRA37462,Brazil,2021,-22.1256,-51.3889
BRA37452,Brazil,2021,-7.115,-34.8631
BRA37454,Brazil,2021,-23.3103,-51.1628
PER2447,Peru,2021,-15.8422,-70.0199
PER2448,Peru,2021,-15.8422,-70.0199
BRA37442,Brazil,2021,-7.1318,-34.932
ARG6384,Argentina,2021,-32.6269,-62.6881
MEX40702,Mexico,2021,19.5527,-98.8953
CHI6803,Chile,2021,-30.0334,-70.5171
CHI6591,Chile,2021,-33.4569,-70.6483
BRA44126,Brazil,2021,-22.7642,-43.3994
MEX40705,Mexico,2021,19.4829,-99.1135
ARG6387,Argentina,2021,-34.9206,-57.9529
ARG6388,Argentina,2021,-34.9206,-57.9529
MEX40707,Mexico,2021,18.6378,-91.8365
MEX40713,Mexico,2021,20.9672,-89.6244
MEX40712,Mexico,2021,20.9672,-89.6244
MEX40717,Mexico,2021,17.06,-96.7255
PER2444,Peru,2021,-17.0894,-71.7592
MEX40704,Mexico,2021,19.4313,-99.1531
MEX40703,Mexico,2021,17.5516,-99.5011
ARG6385,Argentina,2021,-34.6141,-58.4579
MEX40706,Mexico,2021,19.4073,-99.1908
PER2446,Peru,2021,-3.7491,-73.2538
BRA37459,Brazil,2021,-20.3006,-43.4829
BRA37447,Brazil,2021,-12.6975,-38.3242
MEX40716,Mexico,2021,18.0702,-94.4069
PER2455,Peru,2021,-18.0147,-70.2536
PER2456,Peru,2021,-18.0147,-70.2536
ARG6393,Argentina,2021,-45.8644,-67.4997
COL5302,Colombia,2021,10.7892,-75.2613
COL5303,Colombia,2021,4.4396,-75.1937
BRA37479,Brazil,2021,-23.3103,-51.1628
BRA37484,Brazil,2021,-7.9934,-34.8658
BRA37490,Brazil,2021,-12.9711,-38.5108
BRA37468,Brazil,2021,-3.2033,-52.2064
ARG6395,Argentina,2021,-37.1099,-56.854
ARG6392,Argentina,2021,-46.4445,-67.5223
COL5316,Colombia,2021,5.5274,-75.4599
COL5315,Colombia,2021,5.6133,-75.4589
MEX40757,Mexico,2021,19.7971,-99.1006
MEX40730,Mexico,2021,16.4675,-94.4906
CHI6593,Chile,2021,-33.4569,-70.6483
BRA37470,Brazil,2021,-1.444,-48.4728
BRA37474,Brazil,2021,-16.0142,-48.067
BRA37489,Brazil,2021,-22.9657,-43.1991
CHI6594,Chile,2021,-33.036,-71.6296
ARG6394,Argentina,2021,-34.9206,-57.9529
MEX40754,Mexico,2021,19.2935,-99.6573
PER2453,Peru,2021,-12.0651,-75.2049
MEX40726,Mexico,2021,17.5516,-99.5011
MEX40752,Mexico,2021,19.5511,-101.3445
ARG6391,Argentina,2021,-34.6141,-58.4579
MEX40735,Mexico,2021,19.044,-98.1975
MEX40727,Mexico,2021,19.2883,-99.1671
MEX40732,Mexico,2021,15.6602,-92.1411
BRA37491,Brazil,2021,-29.6842,-53.8069
MEX40724,Mexico,2021,16.8619,-99.8866
CHI6592,Chile,2021,-41.4693,-72.9424
BRA37496,Brazil,2021,-23.0264,-45.5553
MEX40745,Mexico,2021,18.0702,-94.4069
BRA37517,Brazil,2021,-8.7619,-63.9039
PER2458,Peru,2021,-16.3989,-71.535
PER2462,Peru,2021,-18.0147,-70.2536
PER2457,Peru,2021,-16.3989,-71.535
BRA37525,Brazil,2021,-5.0892,-42.8019
BRA37522,Brazil,2021,-12.9711,-38.5108
BRA37507,Brazil,2021,-7.6261,-72.6779
BRA37511,Brazil,2021,-23.3103,-51.1628
ARG6397,Argentina,2021,-32.9528,-60.6473
CHI6595,Chile,2021,-18.4746,-70.2979
CHI6596,Chile,2021,-18.4746,-70.2979
BRA37515,Brazil,2021,-3.1019,-60.025
CHI6598,Chile,2021,-33.4311,-70.6045
MEX40782,Mexico,2021,17.991,-94.5484
MEX40780,Mexico,2021,25.5281,-103.2304
MEX40773,Mexico,2021,16.4675,-94.4906
MEX40796,Mexico,2021,17.6505,-101.5482
MEX40774,Mexico,2021,29.0749,-110.959
ARG6396,Argentina,2021,-45.6862,-70.2564
MEX40781,Mexico,2021,20.9672,-89.6244
PER2460,Peru,2021,-15.4944,-70.1208
MEX40778,Mexico,2021,19.747,-89.8436
MEX40769,Mexico,2021,17.5516,-99.5011
MEX40791,Mexico,2021,19.5511,-101.3445
MEX40792,Mexico,2021,17.9878,-92.9194
PER2459,Peru,2021,-3.7491,-73.2538
MEX40794,Mexico,2021,19.5271,-96.9226
MEX40759,Mexico,2021,20.2687,-98.9431
MEX40764,Mexico,2021,16.8619,-99.8866
MEX40765,Mexico,2021,16.8619,-99.8866
COL5305,Colombia,2021,8.1975,-72.3773
COL5306,Colombia,2021,9.5639,-73.3342
MEX40783,Mexico,2021,18.0702,-94.4069
BRA37545,Brazil,2021,-5.795,-35.2094
BRA37538,Brazil,2021,-16.6786,-49.2539
COL5311,Colombia,2021,6.2496,-75.5774
BRA37533,Brazil,2021,2.8197,-60.6733
BRA37536,Brazil,2021,-27.5967,-48.5492
BRA37534,Brazil,2021,-15.7797,-47.9297
BRA37535,Brazil,2021,-21.4882,-51.5389
BRA37537,Brazil,2021,-3.7172,-38.5431
BRA37539,Brazil,2021,-16.6786,-49.2539
BRA37555,Brazil,2021,-12.9711,-38.5108
BRA37527,Brazil,2021,-4.5617,-37.7697
BRA37531,Brazil,2021,-19.9208,-43.9378
BRA37549,Brazil,2021,-30.0331,-51.23
BRA37543,Brazil,2021,-26.3042,-48.8439
BRA37541,Brazil,2021,-26.9078,-48.6619
COL5310,Colombia,2021,5.0577,-75.4911
PER2463,Peru,2021,-13.6339,-72.8814
PER2464,Peru,2021,-16.3989,-71.535
CHI6603,Chile,2021,-33.5947,-71.6075
BRA37567,Brazil,2021,-22.9056,-47.0608
BRA37574,Brazil,2021,-22.7592,-43.4511
BRA37576,Brazil,2021,-21.1775,-47.8103
BRA37578,Brazil,2021,-22.8569,-43.3008
BRA37579,Brazil,2021,-22.9657,-43.1991
BRA37580,Brazil,2021,-22.9147,-43.4879
BRA37570,Brazil,2021,-21.4882,-51.5389
BRA37585,Brazil,2021,-23.5506,-46.6334
BRA37586,Brazil,2021,-23.6613,-46.701
BRA37583,Brazil,2021,-23.9608,-46.3336
BRA37584,Brazil,2021,-23.1794,-45.8869
BRA37573,Brazil,2021,-3.1019,-60.025
MEX40805,Mexico,2021,19.7034,-101.192
MEX40800,Mexico,2021,25.0321,-111.6625
MEX41040,Mexico,2021,20.8169,-102.7635
BRA37587,Brazil,2021,-23.5735,-46.7048
COL5320,Colombia,2021,7.8939,-72.5078
PER2466,Peru,2021,-12.0462,-77.0451
BRA37544,Brazil,2021,-15.7342,-47.8641
BRA37556,Brazil,2021,-15.8002,-47.9243
BRA37526,Brazil,2021,-15.8402,-48.0277
BRA37540,Brazil,2021,-15.8235,-47.9768
BRA37529,Brazil,2021,-1.444,-48.4728
BRA37528,Brazil,2021,-1.444,-48.4728
MEX40801,Mexico,2021,19.4829,-99.1135
COL5319,Colombia,2021,4.6502,-74.1074
CHI6601,Chile,2021,-36.827,-73.0498
BRA37550,Brazil,2021,-8.0539,-34.8811
CHI6602,Chile,2021,-33.4311,-70.6045
MEX40812,Mexico,2021,19.2935,-99.6573
CHI6604,Chile,2021,-40.5135,-73.4081
PER2465,Peru,2021,-12.0651,-75.2049
MEX40804,Mexico,2021,16.9297,-99.8025
BRA37548,Brazil,2021,-5.9156,-35.2628
COL5321,Colombia,2021,9.5639,-73.3342
BRA37589,Brazil,2021,-19.9208,-43.9378
BRA37592,Brazil,2021,-3.7172,-38.5431
ARG6401,Argentina,2021,-41.1335,-71.3103
ARG6402,Argentina,2021,-24.1894,-65.2945
BRA37603,Brazil,2021,-18.9186,-48.2772
BRA37590,Brazil,2021,-22.9056,-47.0608
BRA37591,Brazil,2021,-19.9317,-44.0536
BRA37593,Brazil,2021,-11.7277,-49.0686
BRA37595,Brazil,2021,-22.2285,-45.9355
BRA37600,Brazil,2021,-23.5506,-46.6334
BRA37601,Brazil,2021,-23.6613,-46.701
BRA37598,Brazil,2021,-12.9711,-38.5108
MEX40992,Mexico,2021,19.7034,-101.192
MEX41032,Mexico,2021,22.2161,-97.8584
MEX40912,Mexico,2021,20.6764,-103.3422
MEX40914,Mexico,2021,20.6764,-103.3422
BRA37602,Brazil,2021,-23.5735,-46.7048
ARG6400,Argentina,2021,-34.6141,-58.4579
MEX40929,Mexico,2021,19.044,-98.1975
MEX40832,Mexico,2021,17.2127,-100.4331
MEX40833,Mexico,2021,17.2127,-100.4331
MEX41008,Mexico,2021,17.5382,-101.2746
MEX41009,Mexico,2021,17.5382,-101.2746
PER2468,Peru,2021,-14.2333,-69.4333
PER2467,Peru,2021,-13.1588,-74.2232
ARG6404,Argentina,2021,-45.8644,-67.4997
ARG6406,Argentina,2021,-34.5852,-68.5456
ARG6403,Argentina,2021,-34.6424,-60.4708
COL5327,Colombia,2021,9.0158,-75.7384
BRA37608,Brazil,2021,-19.9208,-43.9378
BRA37611,Brazil,2021,-20.4428,-54.6464
BRA37610,Brazil,2021,-22.7566,-46.1419
ARG6405,Argentina,2021,-32.9528,-60.6473
MEX40852,Mexico,2021,19.4169,-98.9453
MEX40828,Mexico,2021,18.7342,-102.7884
MEX41027,Mexico,2021,25.6652,-100.4025
MEX40915,Mexico,2021,20.6764,-103.3422
MEX40846,Mexico,2021,18.5001,-88.2948
MEX40980,Mexico,2021,20.9672,-89.6244
MEX40920,Mexico,2021,21.0161,-101.2536
MEX41070,Mexico,2021,16.754,-93.1152
MEX40981,Mexico,2021,32.6412,-115.476
MEX40855,Mexico,2021,19.4285,-99.1277
MEX41000,Mexico,2021,17.06,-96.7255
MEX41030,Mexico,2021,20.5934,-100.39
MEX40930,Mexico,2021,19.044,-98.1975
MEX40932,Mexico,2021,19.044,-98.1975
MEX40883,Mexico,2021,18.8128,-98.9553
MEX41041,Mexico,2021,21.5074,-104.8938
MEX40887,Mexico,2021,18.9218,-99.2349
MEX40903,Mexico,2021,16.9297,-99.8025
MEX40966,Mexico,2021,16.8619,-99.8866
MEX40967,Mexico,2021,16.8619,-99.8866
MEX40968,Mexico,2021,16.8619,-99.8866
MEX40984,Mexico,2021,25.6647,-100.311
BRA37635,Brazil,2021,2.8197,-60.6733
ARG6420,Argentina,2021,-28.4744,-65.7793
PER2469,Peru,2021,-13.1588,-74.2232
ARG6413,Argentina,2021,-26.1813,-58.1881
ARG6422,Argentina,2021,-36.6205,-64.2899
BRA37654,Brazil,2021,-23.0264,-45.5553
BRA37632,Brazil,2021,-23.1176,-46.5553
BRA37634,Brazil,2021,-19.9208,-43.9378
BRA37637,Brazil,2021,-22.5732,-44.9711
BRA37640,Brazil,2021,-27.5967,-48.5492
BRA37641,Brazil,2021,-21.7633,-43.3501
BRA37649,Brazil,2021,-12.9711,-38.5108
BRA37638,Brazil,2021,-15.5961,-56.0967
ARG6412,Argentina,2021,-23.2102,-64.0974
ARG6418,Argentina,2021,-34.2619,-62.7111
ARG6411,Argentina,2021,-33.2458,-61.3589
ARG6409,Argentina,2021,-30.8674,-62.037
ARG6410,Argentina,2021,-34.6556,-58.6425
ARG6414,Argentina,2021,-34.6584,-58.667
ARG6415,Argentina,2021,-31.4063,-61.9922
ARG6417,Argentina,2021,-32.9528,-60.6473
ARG6419,Argentina,2021,-30.3113,-61.2418
ARG6421,Argentina,2021,-31.6295,-60.701
ARG6423,Argentina,2021,-37.2557,-56.9681
ARG6408,Argentina,2021,-32.2342,-60.9812
ARG6416,Argentina,2021,-31.7398,-60.5227
MEX40876,Mexico,2021,23.7311,-99.1513
MEX41091,Mexico,2021,17.9545,-94.6432
MEX40996,Mexico,2021,19.7034,-101.192
MEX40916,Mexico,2021,20.6764,-103.3422
MEX40925,Mexico,2021,17.8068,-97.7762
MEX40897,Mexico,2021,17.6532,-91.2655
MEX40847,Mexico,2021,28.6368,-106.0763
MEX41050,Mexico,2021,32.5325,-117.019
COL5332,Colombia,2021,7.8939,-72.5078
CHI6608,Chile,2021,-33.4569,-70.6483
CHI6612,Chile,2021,-33.036,-71.6296
MEX40857,Mexico,2021,19.4313,-99.1531
ARG6407,Argentina,2021,-33.8114,-59.5059
CHI6609,Chile,2021,-33.4569,-70.6483
MEX40826,Mexico,2021,17.2167,-97.9803
MEX41066,Mexico,2021,19.2935,-99.6573
MEX41067,Mexico,2021,19.2935,-99.6573
MEX41001,Mexico,2021,17.06,-96.7255
MEX41060,Mexico,2021,17.0709,-96.6477
