event_id_cnty,year,latitude,longitude,country
PER7351,2023,-13.1298,-72.9834,Peru
PER7352,2023,-14.7864,-70.3543,Peru
PER7353,2023,-16.0833,-69.6667,Peru
PER7354,2023,-15.9731,-69.7946,Peru
COL18815,2023,4.6502,-74.1074,Colombia
COL20075,2023,11.7146,-72.2648,Colombia
COL20327,2023,4.8719,-74.1449,Colombia
CHI9834,2023,-33.4569,-70.6483,Chile
CHI9843,2023,-33.5314,-70.6241,Chile
ARG12072,2023,-43.2993,-65.0935,Argentina
CHI9841,2023,-39.8142,-73.2459,Chile
PER7281,2023,-5.2266,-80.6158,Peru
PER5850,2023,-15.4944,-70.1208,Peru
MEX69319,2023,19.044,-98.1975,Mexico
PER5857,2023,-14.0678,-75.7286,Peru
COL18804,2023,8.7451,-75.8756,Colombia
ARG12065,2023,-25.2882,-57.7229,Argentina
CHI9844,2023,-41.4693,-72.9424,Chile
MEX69310,2023,20.1224,-98.737,Mexico
BRA62850,2023,-23.5735,-46.7048,Brazil
PER5878,2023,-13.6578,-73.4944,Peru
PER5880,2023,-13.6552,-73.4291,Peru
PER5894,2023,-14.0256,-71.4533,Peru
PER5896,2023,-14.1017,-71.4296,Peru
PER5898,2023,-14.3571,-71.1688,Peru
PER5900,2023,-14.1864,-71.3435,Peru
PER5902,2023,-14.2694,-71.2261,Peru
PER5904,2023,-14.1456,-71.4072,Peru
PER5914,2023,-12.8633,-72.6931,Peru
PER5924,2023,-13.9306,-75.9214,Peru
PER5925,2023,-13.986,-75.7729,Peru
PER5937,2023,-13.101,-70.3679,Peru
PER5939,2023,-12.7174,-69.5865,Peru
PER5941,2023,-12.5933,-69.1891,Peru
PER5945,2023,-17.1983,-70.9357,Peru
PER5949,2023,-14.7864,-70.3543,Peru
PER5952,2023,-13.7767,-70.3218,Peru
PER5954,2023,-14.0833,-70.4333,Peru
PER5956,2023,-16.2133,-69.4592,Peru
PER5958,2023,-16.273,-69.2924,Peru
PER5960,2023,-16.0833,-69.6667,Peru
PER5962,2023,-15.2013,-69.7622,Peru
PER5964,2023,-15.2994,-69.9786,Peru
PER5966,2023,-15.3108,-70.2211,Peru
PER5968,2023,-15.0425,-70.368,Peru
PER5971,2023,-15.36,-69.4987,Peru
PER5973,2023,-15.9731,-69.7946,Peru
PER5975,2023,-15.894,-69.8892,Peru
PER5979,2023,-15.6417,-70.3499,Peru
PER5987,2023,-15.4251,-70.142,Peru
PER5982,2023,-15.4944,-70.1208,Peru
MEX69344,2023,17.5516,-99.5011,Mexico
MEX69354,2023,19.0509,-98.3007,Mexico
PER5921,2023,-14.0678,-75.7286,Peru
COL18823,2023,10.9196,-74.8669,Colombia
MEX69342,2023,14.9111,-92.2643,Mexico
ARG12089,2023,-34.8582,-58.3881,Argentina
MEX69371,2023,18.3445,-99.5384,Mexico
BRA62759,2023,-20.4428,-54.6464,Brazil
BRA62760,2023,-3.2033,-52.2064,Brazil
BRA62761,2023,-7.052,-55.415,Brazil
BRA62762,2023,-7.9209,-34.909,Brazil
BRA62763,2023,-29.9178,-51.1836,Brazil
BRA62764,2023,-27.8161,-50.3261,Brazil
BRA62765,2023,-23.6613,-46.701,Brazil
BRA62852,2023,-13.0675,-55.9214,Brazil
BRA62855,2023,-20.4428,-54.6464,Brazil
BRA62856,2023,-26.9078,-48.6619,Brazil
PER5877,2023,-13.6564,-73.3899,Peru
PER5891,2023,-13.1588,-74.2232,Peru
PER5918,2023,-12.7826,-74.9727,Peru
PER5926,2023,-13.9306,-75.9214,Peru
PER5927,2023,-13.986,-75.7729,Peru
PER5932,2023,-6.7714,-79.8409,Peru
PER7355,2023,-13.6522,-73.3658,Peru
PER7356,2023,-13.6552,-73.4291,Peru
BRA62853,2023,-13.8257,-56.0845,Brazil
BRA62854,2023,-11.8642,-55.5025,Brazil
BRA62851,2023,-15.7797,-47.9297,Brazil
PER5983,2023,-15.4944,-70.1208,Peru
PER5922,2023,-14.0678,-75.7286,Peru
MEX69393,2023,19.4313,-99.1531,Mexico
MEX69394,2023,19.4313,-99.1531,Mexico
MEX69395,2023,19.4313,-99.1531,Mexico
MEX69396,2023,27.7427,-101.353,Mexico
MEX69402,2023,17.0983,-99.7155,Mexico
MEX69413,2023,18.4622,-97.392,Mexico
MEX69415,2023,30.9827,-110.3017,Mexico
MEX69427,2023,20.2049,-89.2856,Mexico
MEX69429,2023,23.0834,-102.2769,Mexico
ARG12096,2023,-31.2307,-64.3161,Argentina
ARG12097,2023,-31.2703,-64.3018,Argentina
ARG12106,2023,-32.9528,-60.6473,Argentina
BRA62766,2023,-9.9747,-67.81,Brazil
BRA62767,2023,-9.9747,-67.81,Brazil
BRA62768,2023,-3.1019,-60.025,Brazil
BRA62769,2023,-3.7172,-38.5431,Brazil
BRA62770,2023,-15.7797,-47.9297,Brazil
BRA62771,2023,-20.3194,-40.3378,Brazil
BRA62772,2023,-16.6786,-49.2539,Brazil
BRA62774,2023,-20.4428,-54.6464,Brazil
BRA62775,2023,-19.9208,-43.9378,Brazil
BRA62776,2023,-21.243,-44.9969,Brazil
BRA62777,2023,-21.7907,-46.5656,Brazil
BRA62778,2023,-21.5514,-45.4303,Brazil
BRA62779,2023,-3.2033,-52.2064,Brazil
BRA62780,2023,-1.444,-48.4728,Brazil
BRA62781,2023,-7.052,-55.415,Brazil
BRA62782,2023,-7.2306,-35.8811,Brazil
BRA62783,2023,-7.115,-34.8631,Brazil
BRA62784,2023,-25.4278,-49.2731,Brazil
BRA62785,2023,-25.4278,-49.2731,Brazil
BRA62786,2023,-23.3103,-51.1628,Brazil
BRA62787,2023,-23.4253,-51.9386,Brazil
BRA62788,2023,-25.095,-50.1619,Brazil
BRA62790,2023,-22.8872,-42.0262,Brazil
BRA62791,2023,-22.7856,-43.3117,Brazil
BRA62792,2023,-22.7856,-43.3117,Brazil
BRA62793,2023,-22.2819,-42.5311,Brazil
BRA62794,2023,-22.5117,-43.1774,Brazil
BRA62795,2023,-22.9064,-43.1822,Brazil
BRA62796,2023,-29.783,-55.7919,Brazil
BRA62797,2023,-30.0477,-52.8906,Brazil
BRA62798,2023,-30.8526,-51.8078,Brazil
BRA62799,2023,-29.1681,-51.1794,Brazil
BRA62800,2023,-29.8512,-51.1776,Brazil
BRA62801,2023,-29.2562,-51.5269,Brazil
BRA62802,2023,-28.3878,-53.9182,Brazil
BRA62803,2023,-29.4671,-51.9624,Brazil
BRA62804,2023,-29.889,-50.273,Brazil
BRA62805,2023,-31.77,-52.341,Brazil
BRA62806,2023,-30.0331,-51.23,Brazil
BRA62807,2023,-32.0384,-52.1047,Brazil
BRA62808,2023,-29.7136,-52.429,Brazil
BRA62810,2023,-30.8894,-55.5357,Brazil
BRA62811,2023,-26.9194,-49.0661,Brazil
BRA62812,2023,-27.098,-48.9128,Brazil
BRA62813,2023,-27.1016,-52.6159,Brazil
BRA62814,2023,-27.5967,-48.5492,Brazil
BRA62815,2023,-26.3042,-48.8439,Brazil
BRA62816,2023,-21.7944,-48.1756,Brazil
BRA62817,2023,-22.5837,-47.4126,Brazil
BRA62818,2023,-22.7253,-47.6492,Brazil
BRA62819,2023,-22.1256,-51.3889,Brazil
BRA62820,2023,-21.8744,-51.8443,Brazil
BRA62821,2023,-22.0175,-47.8908,Brazil
BRA62824,2023,-10.1675,-48.3277,Brazil
BRA62845,2023,-23.1794,-45.8869,Brazil
BRA62857,2023,0.0389,-51.0664,Brazil
BRA62858,2023,-20.2639,-40.42,Brazil
BRA62859,2023,-8.3975,-35.0609,Brazil
BRA62860,2023,-22.9064,-43.1822,Brazil
BRA62861,2023,-27.5967,-48.5492,Brazil
BRA62862,2023,-26.9,-49.237,Brazil
BRA62863,2023,-23.6489,-46.8522,Brazil
BRA62864,2023,-22.1256,-51.3889,Brazil
BRA62865,2023,-23.4739,-46.6731,Brazil
BRA62868,2023,-23.5506,-46.6334,Brazil
CHI9851,2023,-36.827,-73.0498,Chile
PER5875,2023,-13.6339,-72.8814,Peru
PER5882,2023,-16.3989,-71.535,Peru
PER5888,2023,-16.0479,-72.484,Peru
PER5907,2023,-13.5226,-71.9673,Peru
PER5928,2023,-13.9306,-75.9214,Peru
PER5929,2023,-13.986,-75.7729,Peru
PER5933,2023,-12.0462,-77.0451,Peru
PER5942,2023,-12.5933,-69.1891,Peru
PER5946,2023,-17.1983,-70.9357,Peru
PER5950,2023,-14.7864,-70.3543,Peru
PER5969,2023,-15.0425,-70.368,Peru
PER5977,2023,-15.8422,-70.0199,Peru
PER5980,2023,-15.6417,-70.3499,Peru
PER5993,2023,-18.2855,-70.4386,Peru
PER5915,2023,-12.8633,-72.6931,Peru
PER7240,2023,-8.0738,-74.5565,Peru
PER7283,2023,-6.6822,-78.5201,Peru
PER7293,2023,-14.4456,-72.0842,Peru
PER7357,2023,-13.6522,-73.3658,Peru
PER7358,2023,-13.6552,-73.4291,Peru
PER7359,2023,-14.1167,-72.25,Peru
PER7361,2023,-13.5309,-73.6753,Peru
PER7363,2023,-16.1497,-70.0635,Peru
PER7364,2023,-14.9127,-69.8674,Peru
PER7365,2023,-16.2133,-69.4592,Peru
BRA62773,2023,-15.5961,-56.0967,Brazil
BRA62789,2023,-8.0539,-34.8811,Brazil
MEX69389,2023,17.8859,-89.2848,Mexico
ARG12108,2023,-26.8468,-65.2943,Argentina
BRA62822,2023,-23.6613,-46.701,Brazil
COL18846,2023,7.065,-73.85,Colombia
CHI9853,2023,-39.8142,-73.2459,Chile
PER5984,2023,-15.4944,-70.1208,Peru
PER7362,2023,-15.4944,-70.1208,Peru
CHI9847,2023,-38.7397,-72.5984,Chile
COL18829,2023,10.0516,-75.2683,Colombia
MEX69397,2023,27.9339,-101.217,Mexico
MEX73124,2023,20.5934,-100.39,Mexico
MEX69426,2023,21.2826,-89.6636,Mexico
MEX69430,2023,22.7761,-102.5718,Mexico
MEX69392,2023,19.3908,-99.1954,Mexico
MEX69390,2023,15.7449,-92.2833,Mexico
MEX69423,2023,17.881,-94.9601,Mexico
MEX69418,2023,17.9878,-92.9194,Mexico
PER5948,2023,-5.1945,-80.6328,Peru
MEX69404,2023,17.5494,-98.6611,Mexico
PER5923,2023,-14.0678,-75.7286,Peru
BRA62809,2023,-29.6842,-53.8069,Brazil
MEX69424,2023,19.5271,-96.9226,Mexico
COL18824,2023,10.9196,-74.8669,Colombia
MEX69417,2023,18.3831,-92.844,Mexico
MEX69400,2023,16.8619,-99.8866,Mexico
MEX69422,2023,20.5341,-97.4436,Mexico
MEX69412,2023,19.0613,-98.3061,Mexico
ARG12091,2023,-34.7937,-58.278,Argentina
MEX69407,2023,25.6647,-100.311,Mexico
MEX69421,2023,18.1379,-94.453,Mexico
MEX69414,2023,24.8088,-107.394,Mexico
PER5889,2023,-16.3609,-72.1905,Peru
MEX69435,2023,16.754,-93.1152,Mexico
MEX69436,2023,16.754,-93.1152,Mexico
MEX69439,2023,19.4193,-99.1137,Mexico
MEX69440,2023,26.9012,-101.4172,Mexico
MEX69441,2023,18.9105,-103.8735,Mexico
MEX69445,2023,20.9445,-101.4262,Mexico
MEX69452,2023,19.7034,-101.192,Mexico
MEX69469,2023,23.1749,-102.8682,Mexico
MEX69471,2023,22.823,-102.5028,Mexico
MEX69472,2023,22.8393,-102.477,Mexico
MEX69473,2023,23.1913,-102.3721,Mexico
ARG12095,2023,-31.4355,-64.2009,Argentina
ARG12098,2023,-30.9798,-64.0958,Argentina
ARG12105,2023,-32.6073,-60.95,Argentina
BRA62825,2023,-1.444,-48.4728,Brazil
BRA62826,2023,-8.0539,-34.8811,Brazil
BRA62827,2023,-22.9064,-43.1822,Brazil
COL18826,2023,4.6502,-74.1074,Colombia
PER5879,2023,-13.6578,-73.4944,Peru
PER5881,2023,-13.6552,-73.4291,Peru
PER5893,2023,-15.0171,-73.781,Peru
PER5895,2023,-14.0256,-71.4533,Peru
PER5897,2023,-14.1017,-71.4296,Peru
PER5899,2023,-14.3571,-71.1688,Peru
PER5901,2023,-14.1864,-71.3435,Peru
PER5903,2023,-14.2694,-71.2261,Peru
PER5905,2023,-14.1456,-71.4072,Peru
PER5906,2023,-14.302,-71.8519,Peru
PER5916,2023,-12.8633,-72.6931,Peru
PER5919,2023,-12.7826,-74.9727,Peru
PER5938,2023,-13.101,-70.3679,Peru
PER5940,2023,-12.7174,-69.5865,Peru
PER5943,2023,-12.5933,-69.1891,Peru
PER5947,2023,-17.1983,-70.9357,Peru
PER5951,2023,-14.7864,-70.3543,Peru
PER5953,2023,-13.7767,-70.3218,Peru
PER5955,2023,-14.0833,-70.4333,Peru
PER5957,2023,-16.2133,-69.4592,Peru
PER5959,2023,-16.273,-69.2924,Peru
PER5961,2023,-16.0833,-69.6667,Peru
PER5963,2023,-15.2013,-69.7622,Peru
PER5965,2023,-15.2994,-69.9786,Peru
PER5967,2023,-15.3108,-70.2211,Peru
PER5970,2023,-15.0425,-70.368,Peru
PER5972,2023,-15.36,-69.4987,Peru
PER5974,2023,-15.9731,-69.7946,Peru
PER5976,2023,-15.894,-69.8892,Peru
PER5981,2023,-15.6417,-70.3499,Peru
PER5988,2023,-15.4251,-70.142,Peru
PER5994,2023,-18.0147,-70.2536,Peru
PER7366,2023,-13.6522,-73.3658,Peru
PER7367,2023,-14.1167,-72.25,Peru
PER7368,2023,-13.6339,-72.8814,Peru
PER7369,2023,-16.253,-71.6813,Peru
PER7371,2023,-14.5099,-71.8846,Peru
PER7372,2023,-12.617,-73.1049,Peru
PER7373,2023,-14.9127,-69.8674,Peru
PER7374,2023,-14.7274,-70.5117,Peru
COL18827,2023,4.6502,-74.1074,Colombia
MEX69432,2023,18.0717,-91.1053,Mexico
ARG12093,2023,-34.9206,-57.9529,Argentina
COL18847,2023,7.065,-73.85,Colombia
COL18825,2023,10.6111,-75.1422,Colombia
PER5917,2023,-12.9898,-74.7206,Peru
PER5892,2023,-14.6914,-74.1262,Peru
PER7348,2023,-15.4944,-70.1208,Peru
MEX69470,2023,22.7561,-102.4221,Mexico
MEX69448,2023,20.2244,-99.0941,Mexico
ARG12147,2023,-34.6141,-58.4579,Argentina
MEX69474,2023,22.7761,-102.5718,Mexico
MEX69468,2023,18.8105,-97.0719,Mexico
MEX69443,2023,21.122,-101.6832,Mexico
MEX69449,2023,20.1224,-98.737,Mexico
PER7370,2023,-16.3609,-72.1905,Peru
CHI15438,2023,-30.2524,-71.4996,Chile
ARG12094,2023,-42.9175,-71.3229,Argentina
BRA62828,2023,-3.1019,-60.025,Brazil
BRA62829,2023,-12.517,-38.4928,Brazil
BRA62830,2023,-15.7797,-47.9297,Brazil
BRA62832,2023,-19.9668,-44.2009,Brazil
BRA62833,2023,-20.2259,-42.6516,Brazil
BRA62834,2023,-7.9209,-34.909,Brazil
BRA62835,2023,-8.0539,-34.8811,Brazil
BRA62836,2023,-5.113,-36.6348,Brazil
BRA62837,2023,-29.9178,-51.1836,Brazil
BRA62838,2023,-30.0331,-51.23,Brazil
BRA62839,2023,-23.5506,-46.6334,Brazil
BRA62866,2023,-15.8636,-48.9496,Brazil
CHI9845,2023,-23.6524,-70.3954,Chile
CHI9852,2023,-41.3954,-73.4615,Chile
COL18836,2023,11.1808,-72.6197,Colombia
PER5885,2023,-16.4253,-71.6722,Peru
PER5908,2023,-13.5226,-71.9673,Peru
PER5920,2023,-12.7826,-74.9727,Peru
PER5995,2023,-18.0147,-70.2536,Peru
COL18848,2023,6.8305,-73.7119,Colombia
MEX70386,2023,32.5325,-117.019,Mexico
PER5886,2023,-16.3989,-71.535,Peru
PER7284,2023,-16.2457,-69.0931,Peru
PER7285,2023,-14.8864,-70.5889,Peru
PER7360,2023,-18.0396,-70.254,Peru
PER7375,2023,-13.6564,-73.3899,Peru
PER7376,2023,-13.6552,-73.4291,Peru
PER7377,2023,-13.6522,-73.3658,Peru
PER7378,2023,-15.0171,-73.781,Peru
PER7381,2023,-15.106,-69.9866,Peru
PER7382,2023,-16.0833,-69.6667,Peru
PER7384,2023,-12.5933,-69.1891,Peru
MEX69498,2023,21.1614,-86.8248,Mexico
CHI9854,2023,-39.8142,-73.2459,Chile
CHI9846,2023,-22.4567,-68.9237,Chile
CHI9856,2023,-33.4962,-70.6284,Chile
PER5985,2023,-15.4944,-70.1208,Peru
PER7379,2023,-14.6914,-74.1262,Peru
PER7380,2023,-12.5213,-73.8282,Peru
PER7383,2023,-14.4915,-70.3454,Peru
MEX69494,2023,17.06,-96.7255,Mexico
MEX69483,2023,17.5516,-99.5011,Mexico
PER5936,2023,-3.7491,-73.2538,Peru
BRA62831,2023,-19.3939,-40.0664,Brazil
MEX69480,2023,24.024,-104.6702,Mexico
MEX69503,2023,17.8528,-92.9301,Mexico
MEX69487,2023,19.6999,-98.7577,Mexico
MEX69589,2023,19.1799,-96.1356,Mexico
MEX69478,2023,19.2429,-103.7281,Mexico
COL18844,2023,7.8333,-72.5057,Colombia
MEX69481,2023,21.122,-101.6832,Mexico
MEX69509,2023,24.1487,-110.307,Mexico
MEX69510,2023,19.3502,-99.1621,Mexico
MEX69511,2023,19.4313,-99.1531,Mexico
MEX69536,2023,19.9324,-97.9602,Mexico
MEX69542,2023,22.2161,-97.8584,Mexico
ARG12100,2023,-41.9664,-71.5371,Argentina
ARG12107,2023,-32.9528,-60.6473,Argentina
BRA62840,2023,-15.7797,-47.9297,Brazil
COL18842,2023,7.8939,-72.5078,Colombia
PER5874,2023,-8.9886,-78.6119,Peru
PER5876,2023,-13.6339,-72.8814,Peru
PER5909,2023,-13.5226,-71.9673,Peru
PER5910,2023,-13.5226,-71.9673,Peru
PER5912,2023,-14.793,-71.4128,Peru
PER5934,2023,-12.0462,-77.0451,Peru
PER5989,2023,-7.0556,-76.5897,Peru
PER5990,2023,-7.4827,-76.6493,Peru
