event_id_cnty,country,year,ntl_mean_5km,ntl_p90_5km,ntl_std_5km,ntl_year
ARG14558,Argentina,2024,2.034454145842347,3.4563680489857993,3.7815110716640725,2023
ARG14763,Argentina,2024,4.806601170845148,15.30911636352539,7.269447809035987,2023
ARG15095,Argentina,2024,4.806601170845148,15.30911636352539,7.269447809035987,2023
ARG15639,Argentina,2024,4.806601170845148,15.30911636352539,7.269447809035987,2023
ARG15880,Argentina,2024,26.881591523588025,58.199867248535156,21.69162466253026,2023
ARG15522,Argentina,2024,2.2053413628728045,4.101792812347412,4.86071017173307,2023
ARG15629,Argentina,2024,2.2053413628728045,4.101792812347412,4.86071017173307,2023
ARG15682,Argentina,2024,73.6106863900682,90.54730224609375,16.969896794460656,2023
ARG15970,Argentina,2024,4.062927986797659,8.77106761932373,2.9543674815253067,2023
ARG15294,Argentina,2024,4.386813937124945,11.075303077697754,8.120201508690224,2023
ARG15057,Argentina,2024,17.197505839244563,38.201839447021484,13.13445882540783,2023
ARG15638,Argentina,2024,17.197505839244563,38.201839447021484,13.13445882540783,2023
ARG15743,Argentina,2024,17.197505839244563,38.201839447021484,13.13445882540783,2023
ARG15975,Argentina,2024,17.197505839244563,38.201839447021484,13.13445882540783,2023
ARG16157,Argentina,2024,4.099876508436469,11.505403518676758,6.630649206174927,2023
ARG15098,Argentina,2024,1.594905414340005,2.429697275161743,2.3903698474493695,2023
ARG15361,Argentina,2024,1.594905414340005,2.429697275161743,2.3903698474493695,2023
ARG15375,Argentina,2024,1.594905414340005,2.429697275161743,2.3903698474493695,2023
ARG14535,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG14551,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG14634,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG14600,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG14667,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG14689,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG14732,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG14799,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG14860,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG14862,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG14861,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG14909,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG14910,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG14899,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG14935,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG14936,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG15015,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG15031,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG15059,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG15087,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG15076,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG15179,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG15180,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG15242,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG15236,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG15269,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG15272,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG15314,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG15366,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG15402,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG15403,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG15426,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG15427,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG15436,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG15444,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG15437,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG15505,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG15488,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG15489,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG15533,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG15511,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG15548,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG15561,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
ARG15583,Argentina,2024,48.164390370465846,82.14909362792969,28.96939784871168,2023
